location,ksh,type,county,district,district_code,territory,population,number_of_households
Ságújfalu,12520,község,Nógrád,Salgótarján,120 0,1203,1023,393
Ságvár,14942,község,Somogy,Siófok,146 0,3843,1807,696
Sajóbábony,03504,város,Borsod-Abaúj-Zemplén,Miskolc,061 0,1343,2786,1139
Sajóecseg,27331,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,794,1040,427
Sajógalgóc,10171,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,1012,334,138
Sajóhídvég,03081,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,1344,1109,331
Sajóivánka,03212,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,1023,603,223
Sajókápolna,21670,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,1051,408,157
Sajókaza,14313,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,3072,3116,995
Sajókeresztúr,26949,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,1639,1483,567
Sajólád,27173,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,1268,2811,981
Sajólászlófalva,22479,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,661,425,158
Sajómercse,15945,község,Borsod-Abaúj-Zemplén,Putnok,063 0,1118,209,129
Sajónémeti,11332,község,Borsod-Abaúj-Zemplén,Putnok,063 0,739,517,226
Sajóörös,08129,község,Borsod-Abaúj-Zemplén,Tiszaújváros,068 0,844,1293,534
Sajópálfala,18537,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,711,728,285
Sajópetri,16638,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,927,1387,481
Sajópüspöki,23782,község,Borsod-Abaúj-Zemplén,Putnok,063 0,944,471,198
Sajósenye,08970,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,847,429,142
Sajószentpéter,16054,város,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,3485,11679,4565
Sajószöged,30340,község,Borsod-Abaúj-Zemplén,Tiszaújváros,068 0,1362,2182,929
Sajóvámos,20738,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,3122,2122,779
Sajóvelezd,27757,község,Borsod-Abaúj-Zemplén,Putnok,063 0,2301,791,304
Sajtoskál,10579,község,Vas,Sárvár,179 0,941,360,168
Salföld,30793,község,Veszprém,Tapolca,189 0,518,80,42
Salgótarján,25788,megyeszékhely,Nógrád,Salgótarján,120 1,9794,35811,18026
Salköveskút,18883,község,Vas,Szombathely,181 0,1320,464,188
Salomvár,27720,község,Zala,Zalaegerszeg,197 0,1611,615,246
Sály,04729,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,2557,1752,686
Sámod,18050,község,Baranya,Sellye,030 0,620,173,78
Sámsonháza,24572,község,Nógrád,Salgótarján,120 0,1271,265,155
Sand,15556,község,Zala,Nagykanizsa,196 0,748,386,200
Sándorfalva,31705,város,Csongrád,Szeged,075 0,5575,7756,3275
Sántos,31121,község,Somogy,Kaposvár,143 0,1138,536,186
Sáp,26116,község,Hajdú-Bihar,Püspökladány,102 0,1921,972,376
Sáránd,25007,község,Hajdú-Bihar,Derecske,096 0,2268,2225,857
Sárazsadány,20516,község,Borsod-Abaúj-Zemplén,Sárospatak,064 0,1531,240,178
Sárbogárd,23694,város,Fejér,Sárbogárd,084 1,18935,12138,5049
Sáregres,02723,község,Fejér,Sárbogárd,084 0,2613,735,337
Sárfimizdó,09788,község,Vas,Vasvár,182 0,746,78,65
Sárhida,08101,község,Zala,Zalaegerszeg,197 0,510,778,278
Sárisáp,26903,község,Komárom-Esztergom,Esztergom,110 0,1427,2674,1098
Sarkad,28565,város,Békés,Sarkad,051 1,12557,9911,4342
Sarkadkeresztúr,25168,község,Békés,Sarkad,051 0,3530,1509,770
Sárkeresztes,31802,község,Fejér,Székesfehérvár,085 0,2327,1525,566
Sárkeresztúr,25344,község,Fejér,Sárbogárd,084 0,4675,2555,761
Sárkeszi,02699,község,Fejér,Székesfehérvár,085 0,1479,589,216
Sármellék,14906,község,Zala,Keszthely,193 0,3537,1828,777
Sárok,20862,község,Baranya,Mohács,027 0,462,122,64
Sárosd,25140,nagyközség,Fejér,Székesfehérvár,085 0,4810,3199,1132
Sárospatak,27474,város,Borsod-Abaúj-Zemplén,Sárospatak,064 1,13908,12256,5282
Sárpilis,04747,község,Tolna,Szekszárd,173 0,2169,677,209
Sárrétudvari,23940,nagyközség,Hajdú-Bihar,Püspökladány,102 0,5439,2963,1212
Sarród,30021,község,Győr-Moson-Sopron,Sopron,091 0,4007,1032,454
Sárszentágota,31538,község,Fejér,Sárbogárd,084 0,4548,1358,521
Sárszentlőrinc,20817,község,Tolna,Paks,172 0,4669,1060,506
Sárszentmihály,11776,község,Fejér,Székesfehérvár,085 0,3739,2973,1113
Sarud,07180,község,Heves,Füzesabony,105 0,5162,1184,574
Sárvár,21306,város,Vas,Sárvár,179 1,6464,14716,6391
Sásd,32160,város,Baranya,Sásd,025 1,1488,3094,1366
Sáska,13772,község,Veszprém,Tapolca,189 0,3746,280,126
Sáta,02875,község,Borsod-Abaúj-Zemplén,Ózd,062 0,1646,1133,514
Sátoraljaújhely,05120,város,Borsod-Abaúj-Zemplén,Sátoraljaújhely,065 1,7344,14956,6705
Sátorhely,33482,község,Baranya,Mohács,027 0,1760,607,241
Sávoly,02051,község,Somogy,Marcali,144 0,2685,521,227
Sé,10278,község,Vas,Szombathely,181 0,603,1341,471
Segesd,27368,község,Somogy,Nagyatád,145 0,7309,2502,889
Selyeb,25380,község,Borsod-Abaúj-Zemplén,Szikszó,067 0,1664,461,165
Sellye,28741,város,Baranya,Sellye,030 1,2519,2614,1109
Semjén,23755,község,Borsod-Abaúj-Zemplén,Cigánd,054 0,784,493,168
Semjénháza,30997,község,Zala,Letenye,195 0,470,606,219
Sénye,14085,község,Zala,Zalaszentgrót,198 0,304,31,30
Sényő,04491,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,1830,1381,482
Seregélyes,20206,nagyközség,Fejér,Székesfehérvár,085 0,7816,4342,1616
Serényfalva,32531,község,Borsod-Abaúj-Zemplén,Putnok,063 0,1963,983,363
Sérsekszőlős,32133,község,Somogy,Tab,147 0,666,145,59
Sikátor,08606,község,Győr-Moson-Sopron,Pannonhalma,090 0,1373,307,143
Siklós,05519,város,Baranya,Siklós,031 1,5092,9248,4047
Siklósbodony,23205,község,Baranya,Siklós,031 0,434,140,45
Siklósnagyfalu,08800,község,Baranya,Siklós,031 0,909,442,124
Sima,23418,község,Borsod-Abaúj-Zemplén,Gönc,057 0,488,31,21
Simaság,26763,község,Vas,Sárvár,179 0,1013,537,238
Simonfa,32780,község,Somogy,Kaposvár,143 0,1100,345,142
Simontornya,20783,város,Tolna,Tamási,174 0,3384,4051,1852
Sióagárd,25645,község,Tolna,Szekszárd,173 0,2441,1239,531
Siófok,17631,város,Somogy,Siófok,146 1,12466,25386,13661
Siójut,23092,község,Somogy,Siófok,146 0,1073,628,255
Sirok,08527,község,Heves,Pétervására,109 0,6339,1814,947
Sitke,30748,község,Vas,Sárvár,179 0,2721,675,296
Sobor,24208,község,Győr-Moson-Sopron,Csorna,086 0,1671,250,156
Sokorópátka,12627,község,Győr-Moson-Sopron,Győr,087 0,1686,1102,475
Solt,29115,város,Bács-Kiskun,Kalocsa,037 0,13232,6361,2908
Soltszentimre,18218,község,Bács-Kiskun,Kiskőrös,039 0,4449,1215,645
Soltvadkert,19983,város,Bács-Kiskun,Kiskőrös,039 0,10885,7484,3337
Sóly,03601,község,Veszprém,Veszprém,191 0,1028,460,174
Solymár,07384,nagyközség,Pest,Pilisvörösvár,133 0,1786,10065,3774
Som,04127,község,Somogy,Siófok,146 0,2335,691,267
Somberek,23472,község,Baranya,Mohács,027 0,3142,1358,518
Somlójenő,05157,község,Veszprém,Devecser,186 0,815,291,138
Somlószőlős,25779,község,Veszprém,Devecser,186 0,1945,671,310
Somlóvásárhely,26569,község,Veszprém,Devecser,186 0,2320,1108,455
Somlóvecse,14243,község,Veszprém,Devecser,186 0,493,66,52
Somodor,13824,község,Somogy,Kaposvár,143 0,1991,383,177
Somogyacsa,30580,község,Somogy,Tab,147 0,2445,174,166
Somogyapáti,23807,község,Baranya,Szigetvár,033 0,1070,483,205
Somogyaracs,05500,község,Somogy,Barcs,140 0,770,191,81
Somogyaszaló,31219,község,Somogy,Kaposvár,143 0,2211,733,292
Somogybabod,32470,község,Somogy,Fonyód,142 0,1058,457,230
Somogybükkösd,25043,község,Somogy,Csurgó,141 0,1180,74,73
Somogycsicsó,11484,község,Somogy,Csurgó,141 0,1238,156,77
Somogydöröcske,15981,község,Somogy,Tab,147 0,1083,129,99
Somogyegres,20057,község,Somogy,Tab,147 0,1081,186,125
Somogyfajsz,18078,község,Somogy,Kaposvár,143 0,1825,555,215
Somogygeszti,20330,község,Somogy,Kaposvár,143 0,2170,467,203
Somogyhárságy,29142,község,Baranya,Szigetvár,033 0,3097,404,212
Somogyhatvan,25070,község,Baranya,Szigetvár,033 0,1351,343,133
Somogyjád,28963,község,Somogy,Kaposvár,143 0,2506,1588,579
Somogymeggyes,12876,község,Somogy,Tab,147 0,1565,491,224
Somogysámson,15626,község,Somogy,Marcali,144 0,2177,731,281
Somogysárd,28723,község,Somogy,Kaposvár,143 0,3634,1197,498
Somogysimonyi,27535,község,Somogy,Marcali,144 0,1582,88,47
Somogyszentpál,06600,község,Somogy,Marcali,144 0,2896,802,366
Somogyszil,03416,község,Somogy,Kaposvár,143 0,3846,766,350
Somogyszob,18546,község,Somogy,Nagyatád,145 0,4008,1563,638
Somogytúr,32601,község,Somogy,Fonyód,142 0,3530,454,207
Somogyudvarhely,04853,község,Somogy,Csurgó,141 0,4042,1005,441
Somogyvámos,21856,község,Somogy,Fonyód,142 0,2501,769,319
Somogyvár,19442,község,Somogy,Fonyód,142 0,5303,1756,729
Somogyviszló,21281,község,Baranya,Szigetvár,033 0,1262,234,113
Somogyzsitfa,04835,község,Somogy,Marcali,144 0,2722,584,306
Somoskőújfalu,01526,község,Nógrád,Salgótarján,120 0,519,2227,1090
Sonkád,23889,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1981,808,244
Soponya,33321,nagyközség,Fejér,Székesfehérvár,085 0,4994,1824,678
Sopron,08518,megyei jogú város,Győr-Moson-Sopron,Sopron,091 1,16897,61780,27410
Sopronhorpács,29090,község,Győr-Moson-Sopron,Sopron,091 0,2068,848,311
Sopronkövesd,25724,község,Győr-Moson-Sopron,Sopron,091 0,2681,1249,478
Sopronnémeti,02617,község,Győr-Moson-Sopron,Csorna,086 0,710,297,122
Sorkifalud,07171,község,Vas,Szombathely,181 0,1737,655,263
Sorkikápolna,27960,község,Vas,Szombathely,181 0,886,233,106
Sormás,06567,község,Zala,Nagykanizsa,196 0,1637,847,323
Sorokpolány,29692,község,Vas,Szombathely,181 0,1329,839,280
Sóshartyán,14881,község,Nógrád,Salgótarján,120 0,1214,975,303
Sóskút,06840,község,Pest,Érd,127 0,2768,3138,1229
Sóstófalva,13268,község,Borsod-Abaúj-Zemplén,Miskolc,061 0,728,234,112
Sósvertike,31714,község,Baranya,Sellye,030 0,660,154,62
Sótony,22983,község,Vas,Sárvár,179 0,1493,629,283
Söjtör,19080,község,Zala,Zalaegerszeg,197 0,3615,1450,629
Söpte,24800,község,Vas,Szombathely,181 0,1398,740,275
Söréd,02893,község,Fejér,Mór,082 0,625,499,212
Sukoró,14951,község,Fejér,Gárdony,080 0,1627,1402,633
Sumony,02547,község,Baranya,Szentlőrinc,032 0,2021,427,168
Súr,31990,község,Komárom-Esztergom,Kisbér,111 0,3735,1182,505
Surd,02404,község,Zala,Nagykanizsa,196 0,2194,600,238
Sükösd,21245,nagyközség,Bács-Kiskun,Baja,035 0,9418,3627,1550
Sülysáp,21713,város,Pest,Nagykáta,131 0,4732,8212,3012
Sümeg,25593,város,Veszprém,Sümeg,188 1,6413,6189,2591
Sümegcsehi,21397,község,Zala,Zalaszentgrót,198 0,1744,621,249
Sümegprága,05388,község,Veszprém,Sümeg,188 0,578,589,248
Süttő,08688,község,Komárom-Esztergom,Esztergom,110 0,3447,2023,794
Szabadbattyán,28705,nagyközség,Fejér,Székesfehérvár,085 0,3366,4518,1675
Szabadegyháza,13259,község,Fejér,Gárdony,080 0,4163,2085,785
Szabadhídvég,18740,község,Fejér,Enying,079 0,4408,852,397
Szabadi,14854,község,Somogy,Kaposvár,143 0,823,267,125
Szabadkígyós,31325,község,Békés,Békéscsaba,046 0,4556,2434,1101
Szabadszállás,25061,város,Bács-Kiskun,Kunszentmiklós,043 0,16462,6148,3003
Szabadszentkirály,15079,község,Baranya,Szentlőrinc,032 0,1269,755,292
Szabás,28574,község,Somogy,Nagyatád,145 0,1811,622,185
Szabolcs,19169,község,Szabolcs-Szatmár-Bereg,Nyíregyháza,157 0,587,413,191
Szabolcsbáka,22053,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,1983,1162,451
Szabolcsveresmart,03586,község,Szabolcs-Szatmár-Bereg,Kisvárda,153 0,2291,1690,562
Szada,21458,nagyközség,Pest,Gödöllő,128 0,1668,4918,1754
Szágy,27508,község,Baranya,Sásd,025 0,940,142,61
Szajk,08475,község,Baranya,Bóly,024 0,1136,808,325
Szajla,16063,község,Heves,Pétervására,109 0,870,548,319
Szajol,05874,község,Jász-Nagykun-Szolnok,Szolnok,167 0,3697,3722,1565
Szakácsi,32258,község,Borsod-Abaúj-Zemplén,Edelény,055 0,863,182,66
Szakadát,15316,község,Tolna,Tamási,174 0,1070,205,136
Szakáld,03805,község,Borsod-Abaúj-Zemplén,Tiszaújváros,068 0,1140,459,227
Szakály,04464,község,Tolna,Tamási,174 0,4101,1352,606
Szakcs,10083,község,Tolna,Dombóvár,171 0,5579,853,458
Szakmár,19530,község,Bács-Kiskun,Kalocsa,037 0,7461,1194,599
Szaknyér,16504,község,Vas,Körmend,177 0,293,49,44
Szakoly,04774,község,Szabolcs-Szatmár-Bereg,Nagykálló,155 0,4143,2743,997
Szakony,11369,község,Győr-Moson-Sopron,Sopron,091 0,1349,408,235
Szakonyfalu,20932,község,Vas,Szentgotthárd,180 0,1118,351,136
Szákszend,33516,község,Komárom-Esztergom,Oroszlány,113 0,3593,1447,648
Szalafő,10223,község,Vas,Körmend,177 0,2737,184,150
Szalánta,22257,község,Baranya,Pécs,028 0,1708,1125,437
Szalapa,20543,község,Zala,Zalaszentgrót,198 0,452,197,91
Szalaszend,31015,község,Borsod-Abaúj-Zemplén,Encs,056 0,1822,1064,370
Szalatnak,09007,község,Baranya,Komló,026 0,1028,288,171
Szálka,14711,község,Tolna,Szekszárd,173 0,1708,576,256
Szalkszentmárton,19947,község,Bács-Kiskun,Kunszentmiklós,043 0,8208,2787,1285
Szalmatercs,19798,község,Nógrád,Szécsény,121 0,758,403,189
Szalonna,16753,község,Borsod-Abaúj-Zemplén,Edelény,055 0,2008,1163,372
Szamosangyalos,18005,község,Szabolcs-Szatmár-Bereg,Csenger,149 0,804,460,199
Szamosbecs,22017,község,Szabolcs-Szatmár-Bereg,Csenger,149 0,669,378,166
Szamoskér,16300,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,971,400,185
Szamossályi,10436,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,1158,747,322
Szamostatárfalva,30085,község,Szabolcs-Szatmár-Bereg,Csenger,149 0,449,309,126
Szamosújlak,31273,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,527,361,195
Szamosszeg,13046,község,Szabolcs-Szatmár-Bereg,Mátészalka,154 0,3529,1946,721
Szanda,13754,község,Nógrád,Balassagyarmat,116 0,2149,634,416
Szank,11794,község,Bács-Kiskun,Kiskunmajsa,042 0,7482,2395,1155
Szántód,34236,község,Somogy,Siófok,146 0,791,561,363
Szany,08536,nagyközség,Győr-Moson-Sopron,Csorna,086 0,3416,2024,974
Szápár,16489,község,Veszprém,Zirc,192 0,709,481,196
Szaporca,34032,község,Baranya,Siklós,031 0,965,231,98
Szár,19549,község,Fejér,Bicske,077 0,2263,1635,597
Szárász,07366,község,Baranya,Komló,026 0,598,34,28
Szárazd,18263,község,Tolna,Tamási,174 0,782,223,133
Szárföld,15714,község,Győr-Moson-Sopron,Kapuvár,088 0,1712,878,415
Szárliget,33491,község,Komárom-Esztergom,Tatabánya,115 0,1456,2350,834
Szarvas,23870,város,Békés,Szarvas,052 1,16157,16275,7729
Szarvasgede,10199,község,Nógrád,Pásztó,118 0,999,378,216
Szarvaskend,17729,község,Vas,Körmend,177 0,1034,199,113
Szarvaskő,03382,község,Heves,Eger,104 0,1259,325,168
Szászberek,05777,község,Jász-Nagykun-Szolnok,Szolnok,167 0,3922,1017,414
Szászfa,08147,község,Borsod-Abaúj-Zemplén,Szikszó,067 0,1213,106,82
Szászvár,33765,nagyközség,Baranya,Komló,026 0,2117,2328,1025
Szatmárcseke,31237,község,Szabolcs-Szatmár-Bereg,Fehérgyarmat,150 0,3625,1553,588
Szátok,15325,község,Nógrád,Rétság,119 0,895,595,167
Szatta,02440,község,Vas,Körmend,177 0,601,76,46
Szatymaz,12007,község,Csongrád,Szeged,075 0,5372,4675,2296
Szava,31060,község,Baranya,Siklós,031 0,1264,327,121
Százhalombatta,17312,város,Pest,Érd,127 0,2806,18617,7607
Szebény,03018,község,Baranya,Mohács,027 0,1437,314,193
Szécsénke,23047,község,Nógrád,Balassagyarmat,116 0,978,195,128
Szécsény,06628,város,Nógrád,Szécsény,121 1,4567,5937,2539
Szécsényfelfalu,33011,község,Nógrád,Szécsény,121 0,821,390,223
Szécsisziget,11554,község,Zala,Lenti,194 0,620,202,105
Szederkény,05607,község,Baranya,Bóly,024 0,1433,1775,641
Szedres,16814,község,Tolna,Szekszárd,173 0,4631,2220,788
Szeged,33367,megyeszékhely,Csongrád,Szeged,075 1,28100,162593,80606
Szegerdő,18607,község,Somogy,Marcali,144 0,546,219,100
Szeghalom,21883,város,Békés,Szeghalom,053 1,21713,9078,3959
Szegi,33817,község,Borsod-Abaúj-Zemplén,Tokaj,069 0,905,265,150
Szegilong,31510,község,Borsod-Abaúj-Zemplén,Tokaj,069 0,693,210,118
Szegvár,32489,nagyközség,Csongrád,Szentes,076 0,8617,4385,2099
Székely,31088,község,Szabolcs-Szatmár-Bereg,Kemecse,152 0,1607,1044,363
Székelyszabar,16771,község,Baranya,Mohács,027 0,1548,556,249
Székesfehérvár,14827,megyeszékhely,Fejér,Székesfehérvár,085 1,17089,98673,44954
Székkutas,12265,község,Csongrád,Hódmezővásárhely,071 0,12393,2071,1058
Szekszárd,22761,megyeszékhely,Tolna,Szekszárd,173 1,9627,33032,15194
Szeleste,33172,község,Vas,Sárvár,179 0,2074,654,279
Szelevény,20428,község,Jász-Nagykun-Szolnok,Kunszentmárton,165 0,4539,1086,595
Szellő,16984,község,Baranya,Pécsvárad,029 0,596,137,73
Szemely,09308,község,Baranya,Pécs,028 0,947,411,175
Szemenye,27997,község,Vas,Vasvár,182 0,1180,320,187
Szemere,09830,község,Borsod-Abaúj-Zemplén,Encs,056 0,2630,384,142
Szendehely,04507,község,Nógrád,Rétság,119 0,1004,1535,629
Szendrő,08077,város,Borsod-Abaúj-Zemplén,Edelény,055 0,5356,4260,1419
Szendrőlád,27456,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1770,2059,439
Szenna,15103,község,Somogy,Kaposvár,143 0,2698,772,254
Szenta,11509,község,Somogy,Csurgó,141 0,6447,380,164
Szentantalfa,03568,község,Veszprém,Balatonfüred,185 0,661,432,140
Szentbalázs,25706,község,Somogy,Kaposvár,143 0,1213,315,112
Szentbékkálla,07092,község,Veszprém,Tapolca,189 0,1070,174,111
Szentborbás,32841,község,Somogy,Barcs,140 0,747,103,63
Szentdénes,32009,község,Baranya,Szentlőrinc,032 0,1215,280,133
Szentdomonkos,13231,község,Heves,Pétervására,109 0,1840,406,212
Szente,09043,község,Nógrád,Rétság,119 0,753,322,156
Szentegát,33613,község,Baranya,Szigetvár,033 0,2778,371,164
Szentendre,15440,város,Pest,Szentendre,135 1,4382,25542,10317
Szentes,14456,város,Csongrád,Szentes,076 1,35325,27898,12723
Szentgál,07922,község,Veszprém,Veszprém,191 0,9499,2713,994
Szentgáloskér,12973,község,Somogy,Kaposvár,143 0,2725,520,236
Szentgotthárd,31583,város,Vas,Szentgotthárd,180 1,6773,8867,3399
Szentgyörgyvár,23126,község,Zala,Keszthely,193 0,1162,305,164
Szentgyörgyvölgy,18652,község,Zala,Lenti,194 0,2958,401,228
Szentimrefalva,10065,község,Veszprém,Sümeg,188 0,1087,195,98
Szentistván,22169,nagyközség,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,5107,2429,1139
Szentistvánbaksa,08484,község,Borsod-Abaúj-Zemplén,Szikszó,067 0,656,263,135
Szentjakabfa,11545,község,Veszprém,Balatonfüred,185 0,576,111,46
Szentkatalin,09803,község,Baranya,Szentlőrinc,032 0,1331,88,73
Szentkirály,21120,község,Bács-Kiskun,Tiszakécske,044 0,10189,1884,849
Szentkirályszabadja,16267,község,Veszprém,Veszprém,191 0,2238,1845,680
Szentkozmadombja,03124,község,Zala,Zalaegerszeg,197 0,508,71,75
Szentlászló,16355,község,Baranya,Szigetvár,033 0,1406,775,288
Szentliszló,08615,község,Zala,Letenye,195 0,689,266,136
Szentlőrinc,15866,város,Baranya,Szentlőrinc,032 1,2781,6465,2553
Szentlőrinckáta,07542,község,Pest,Nagykáta,131 0,2015,1903,850
Szentmargitfalva,14225,község,Zala,Letenye,195 0,312,73,65
Szentmártonkáta,28653,nagyközség,Pest,Nagykáta,131 0,5217,4830,1944
Szentpéterfa,21254,község,Vas,Szombathely,181 0,3124,994,376
Szentpéterfölde,30067,község,Zala,Zalaegerszeg,197 0,1196,119,83
Szentpéterszeg,19099,község,Hajdú-Bihar,Berettyóújfalu,094 0,2545,1111,474
Szentpéterúr,11165,község,Zala,Zalaegerszeg,197 0,1596,994,424
Szenyér,30146,község,Somogy,Marcali,144 0,2019,315,134
Szepetnek,07700,község,Zala,Nagykanizsa,196 0,3039,1562,550
Szerecseny,03887,község,Győr-Moson-Sopron,Tét,092 0,1239,784,366
Szeremle,28820,község,Bács-Kiskun,Baja,035 0,3407,1414,620
Szerencs,30739,város,Borsod-Abaúj-Zemplén,Szerencs,066 1,3668,9013,3813
Szerep,33437,község,Hajdú-Bihar,Püspökladány,102 0,5601,1596,527
Szergény,27793,község,Vas,Celldömölk,176 0,1561,331,169
Szigetbecse,26259,község,Pest,Ráckeve,134 0,1711,1260,541
Szigetcsép,07870,község,Pest,Ráckeve,134 0,1821,2313,962
Szigethalom,13277,város,Pest,Szigetszentmiklós,136 0,912,16964,6163
Szigetmonostor,26213,község,Pest,Szentendre,135 0,2351,2292,982
Szigetszentmárton,15185,község,Pest,Ráckeve,134 0,1070,2109,919
Szigetszentmiklós,28954,város,Pest,Szigetszentmiklós,136 1,4568,35656,14677
Szigetújfalu,22114,község,Pest,Ráckeve,134 0,1080,1935,875
Szigetvár,26578,város,Baranya,Szigetvár,033 1,3951,10656,4442
Szigliget,24891,község,Veszprém,Tapolca,189 0,3426,810,398
Szihalom,11013,község,Heves,Füzesabony,105 0,3417,1899,927
Szijártóháza,26161,község,Zala,Lenti,194 0,378,28,30
Szikszó,21351,város,Borsod-Abaúj-Zemplén,Szikszó,067 1,3623,5410,2146
Szil,19266,község,Győr-Moson-Sopron,Csorna,086 0,3102,1319,617
Szilágy,19831,község,Baranya,Pécs,028 0,1155,246,133
Szilaspogony,07959,község,Nógrád,Salgótarján,120 0,1440,298,178
Szilsárkány,03364,község,Győr-Moson-Sopron,Csorna,086 0,1668,652,306
Szilvágy,17853,község,Zala,Lenti,194 0,2427,187,93
Szilvás,24712,község,Baranya,Pécs,028 0,604,156,56
Szilvásvárad,05643,község,Heves,Bélapátfalva,103 0,3782,1621,756
Szilvásszentmárton,32461,község,Somogy,Kaposvár,143 0,708,212,67
Szin,20871,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1810,823,251
Szinpetri,11493,község,Borsod-Abaúj-Zemplén,Edelény,055 0,971,236,99
Szirák,21634,község,Nógrád,Pásztó,118 0,1909,1226,450
Szirmabesenyő,09496,nagyközség,Borsod-Abaúj-Zemplén,Miskolc,061 0,1575,4181,1683
Szob,24916,város,Pest,Szob,137 1,1798,2730,1097
Szokolya,06947,község,Pest,Szob,137 0,5905,1793,746
Szólád,15194,község,Somogy,Siófok,146 0,1996,485,259
Szolnok,27854,megyeszékhely,Jász-Nagykun-Szolnok,Szolnok,167 1,18723,72786,34622
Szombathely,03009,megyeszékhely,Vas,Szombathely,181 1,9750,77866,34431
Szomód,22619,község,Komárom-Esztergom,Tata,114 0,2830,2004,767
Szomolya,18892,község,Borsod-Abaúj-Zemplén,Mezőkövesd,060 0,2269,1628,708
Szomor,21421,község,Komárom-Esztergom,Tatabánya,115 0,1319,1051,397
Szorgalmatos,34388,község,Szabolcs-Szatmár-Bereg,Tiszavasvári,158 0,845,1091,337
Szorosad,05193,község,Somogy,Tab,147 0,648,102,57
Szőc,16692,község,Veszprém,Ajka,183 0,754,433,115
Szőce,19521,község,Vas,Körmend,177 0,1871,314,221
Sződ,12690,község,Pest,Vác,138 0,1576,3553,1306
Sződliget,28866,község,Pest,Vác,138 0,732,4436,1601
Szögliget,16179,község,Borsod-Abaúj-Zemplén,Edelény,055 0,3474,591,393
Szőke,22211,község,Baranya,Pécs,028 0,648,128,54
Szőkéd,07694,község,Baranya,Pécs,028 0,958,341,138
Szőkedencs,05810,község,Somogy,Marcali,144 0,1869,253,188
Szőlősardó,07889,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1066,108,81
Szőlősgyörök,11101,község,Somogy,Fonyód,142 0,1863,1241,490
Szörény,05528,község,Baranya,Szigetvár,033 0,441,74,33
Szúcs,13523,község,Heves,Eger,104 0,849,424,162
Szuha,28194,község,Nógrád,Bátonyterenye,117 0,1756,561,358
Szuhafő,03160,község,Borsod-Abaúj-Zemplén,Putnok,063 0,1604,158,85
Szuhakálló,11110,község,Borsod-Abaúj-Zemplén,Kazincbarcika,058 0,696,935,393
Szuhogy,24606,község,Borsod-Abaúj-Zemplén,Edelény,055 0,1700,1151,449
Szulimán,15404,község,Baranya,Szigetvár,033 0,1049,223,118
Szulok,10986,község,Somogy,Barcs,140 0,2791,690,286
Szurdokpüspöki,19044,község,Nógrád,Pásztó,118 0,2671,1906,890
Szűcsi,09982,község,Heves,Gyöngyös,106 0,1738,1569,658
Szügy,18786,község,Nógrád,Balassagyarmat,116 0,1951,1349,527
Szűr,11217,község,Baranya,Mohács,027 0,784,253,117
Tab,08590,város,Somogy,Tab,147 1,2586,4364,1899
Tabajd,14465,község,Fejér,Bicske,077 0,2657,924,368
Tabdi,25432,község,Bács-Kiskun,Kiskőrös,039 0,2139,1043,532
Táborfalva,08332,nagyközség,Pest,Dabas,125 0,4207,3249,1488
Tác,29267,község,Fejér,Székesfehérvár,085 0,4569,1676,609
Tagyon,17039,község,Veszprém,Balatonfüred,185 0,276,88,43
Tahitótfalu,31963,község,Pest,Szentendre,135 0,3917,5486,2084
Takácsi,13125,község,Veszprém,Pápa,187 0,1913,863,351
Tákos,29911,község,Szabolcs-Szatmár-Bereg,Vásárosnamény,159 0,1082,354,135
Taksony,30720,nagyközség,Pest,Szigetszentmiklós,136 0,2083,6141,2231
Taktabáj,03708,község,Borsod-Abaúj-Zemplén,Tokaj,069 0,1681,615,216
Taktaharkány,18245,nagyközség,Borsod-Abaúj-Zemplén,Szerencs,066 0,3913,3594,1322
Taktakenéz,28787,község,Borsod-Abaúj-Zemplén,Szerencs,066 0,1974,1271,417
Taktaszada,03133,község,Borsod-Abaúj-Zemplén,Szerencs,066 0,2575,1939,663
